"city","country","name","japanese_name","address","japanese_address","capacity","image_url"
"Manresa","Spain","Estadio El Congost","エスタディオ エル コンゴスト","Carrer del Dos de Maig, 138","","3660","https://media.api-sports.io/football/venues/6766.png"
"Peralada","Spain","Estadio Municipal de Peralada","ペララーダ市営スタジアム","Passeig Catalunya","","1500","https://media.api-sports.io/football/venues/6767.png"
"La Pobla de Mafumet","Spain","Estadio Municipal de La Pobla de Mafumet","エスタディオ ムニシパル デ ラ ポブラ デ マフメット","","","2000","https://media.api-sports.io/football/venues/6768.png"
"Tarrasa","Spain","Camp de Futbol Municipal Ca n'Anglada","キャンプ デ フットボール ミュニシパル カ ナングラダ","Av. del Vallès, 552","","5000","https://media.api-sports.io/football/venues/6769.png"
"Barcelona","Spain","Nou Estadi Municipal de Les Grases","ノウ エスタディ ミュニシパル デ レス グラース","Carretera Sansón / Carrer Mataro, Sant Feliu de Llobregat","","2500","https://media.api-sports.io/football/venues/6770.png"
"Barcelona","Spain","Camp de Futbol Energia","カンプ・デ・フットボール・エネルヒア","Carrer de l&apos;Energia, 35","","1000","https://media.api-sports.io/football/venues/6771.png"
"Terrassa","Spain","Estadi Olímpic de Terrassa","テラッサ オリンピック スタジアム","Carrer des Jocs Olímpics","","11500","https://media.api-sports.io/football/venues/6772.png"
"Vilafranca del Penedès","Spain","Camp Municipal d'Esports","キャンプ・ミュニシパル・デスポルト","Carrer Bodegues Torres, 2640","","5000","https://media.api-sports.io/football/venues/6773.png"
"Vilassar de Mar","Spain","Estadio Municipal Xevi Ramon","シェヴィ・ラモン市営スタジアム","vinguda Arquitecte Eduard Ferres 155","","3000","https://media.api-sports.io/football/venues/6774.png"
"Villarreal","Spain","Ciudad Deportiva Pamesa Cerámica","シウダード デポルティーバ パメサ セラミカ","Camí Segon Sedeny s/n","","5000","https://media.api-sports.io/football/venues/6775.png"
"El Port de Sagunt","Spain","Estadio El Fornás","エスタディオ エル フォルナス","Avenida Camp de Morvedre, 38 Puerto Sagunto","","2000","https://media.api-sports.io/football/venues/6776.png"
"Alcoy","Spain","Campo Municipal El Collao","カンポ ムニシパル エル コラオ","Calle Oliver","","4850","https://media.api-sports.io/football/venues/6777.png"
"Alzira","Spain","Estadio Luis Suñer Picó","ルイス・スニェール・ピコ・スタジアム","Avenida de los Desportes","","8000","https://media.api-sports.io/football/venues/6778.png"
"Atzeneta d&apos;Albaida","Spain","Campo De Futbol El Regit","カンポ デ フットボール エル レジット","Vall d&apos;Albaida","","5000","https://media.api-sports.io/football/venues/6779.png"
"Benigànim","Spain","Campo Municipal Emilio Cuquerella","カンポ市立エミリオ・クケレラ","Calle Maestro Don José Moscardo S/N","","1000","https://media.api-sports.io/football/venues/6780.png"
"Crevillent","Spain","Estadio Enrique Miralles","エスタディオ エンリケ ミラーリェス","4, C. Manuel Sanchis Guarner","","3500","https://media.api-sports.io/football/venues/6781.png"
"Elche","Spain","Estadio José Díez Iborra (Ciudad Deportiva de Elche)","エスタディオ ホセ ディエス イボラ (シウダード デポルティーバ デ エルチェ)","Calle Confrides 2","","2000","https://media.api-sports.io/football/venues/6782.png"
"Elda","Spain","Estadio Municipal Nuevo Pepico Amat","エスタディオ ミュニシパル ヌエボ ペピコ アマト","Calle Heidelberg / Avenida de Ronda","","5776","https://media.api-sports.io/football/venues/6783.png"
"Alacant","Spain","Polideportivo Juan Antonio Samaranch","ポリデポルティボ フアン アントニオ サマランチ","C. Paraguay, 6","","1000","https://media.api-sports.io/football/venues/12313.png"
"San Vicente del Raspeig","Spain","Ciudad Deportiva de San Vicente del Raspeig","シウダード デポルティーバ デ サン ビセンテ デル ラスパイグ","Avenida Dénia 2","","3800","https://media.api-sports.io/football/venues/6785.png"
"Novelda","Spain","Estadio La Magdalena","エスタディオ ラ マグダレナ","Avenida del Médico Enrique Sala","","6500","https://media.api-sports.io/football/venues/6786.png"
"Xàtiva","Spain","Estadio La Murta","エスタディオ ラ ムルタ","Avinguda de la Murta","","9000","https://media.api-sports.io/football/venues/6787.png"
"Paterna","Spain","Estadio Municipal Gerardo Salvador","エスタディオ ミュニシパル ヘラルド サルバドール","Calle Manises 23","","8000","https://media.api-sports.io/football/venues/6788.png"
"Sedaví","Spain","Estadio Polideportivo Municipal de Sedaví","エスタディオ ポリデポルティボ ムニシパル デ セダヴィ","Carrer Fernando Baixauli Chornet, s/n","","1000","https://media.api-sports.io/football/venues/12314.png"
"Sagunt","Spain","Estadio Nou Camp de Morvedre","エスタディオ ノウ カンプ デ モルヴェドレ","Calle Petres 1200","","4000","https://media.api-sports.io/football/venues/6790.png"
"Silla","Spain","Complejo Deportivo Municipal Vicent Morera","コンプレホ デポルティーボ市立ビセント モレラ","Av. de Gandía, 22","","5000","https://media.api-sports.io/football/venues/6791.png"
"Ribarroja del Turia","Spain","Estadio Hermanos Albiol","エスタディオ エルマノス アルビオル","Avenida del Polideportivo","","4000","https://media.api-sports.io/football/venues/6792.png"
"Madrid","Spain","Polideportivo Santa Ana","ポリデポルティーボ サンタアナ","Calle de Afueras a Valverde, Barrio Fuencarral","","2000","https://media.api-sports.io/football/venues/6793.png"
"Parla","Spain","Estadio Municipal de Los Prados","エスタディオ ムニシパル デ ロス プラドス","Avenida Juan Carlos I","","3500","https://media.api-sports.io/football/venues/12699.png"
"Majadahonda","Spain","Campos Municipales Valle de la Oliva","カンポス ムニシパレス バジェ デ ラ オリーバ","Calle Moreras","","1000","https://media.api-sports.io/football/venues/19146.png"
"Alcorcón","Spain","Campo 2 Alcorcón","カンポ 2 アルコルコン","Avenida de Pablo Iglesias","","1200","https://media.api-sports.io/football/venues/6796.png"
"Pinto","Spain","Estadio Amelia del Castillo","アメリア デル カスティージョ スタジアム","Calle Doña Manolita","","1600","https://media.api-sports.io/football/venues/6797.png"
"Madrid","Spain","Estadio La Mina de Carabanchel","エスタディオ ラ ミナ デ カラバンチェル","Calle Monseñor Oscar Romero 39, Carabanchel","","6000","https://media.api-sports.io/football/venues/6798.png"
"Madrid","Spain","Campo de Fútbol Castroserna","カストロセルナ フットボール スタジアム","Calle de Castroserna","","1000","https://media.api-sports.io/football/venues/6799.png"
"Leganés","Spain","Estadio Anexo Butarque","エスタディオ アネクソ ブタルケ","Calle Arquitectura","","2000","https://media.api-sports.io/football/venues/6800.png"
"Móstoles","Spain","Estadio Municipal de El Soto","エルソト市営スタジアム","Avenida de los Deportes","","14000","https://media.api-sports.io/football/venues/6801.png"
"Pozuelo de Alarcón","Spain","Estadio Valle de las Cañas","エスタディオ バジェ デ ラス カニャス","Camino de Alcorcón a Pozuelo","","2000","https://media.api-sports.io/football/venues/6802.png"
"Alcalá de Henares","Spain","Estadio Municipal Virgen del Val","エスタディオ ミュニシパル ビルヘン デル ヴァル","Avenida de Virgen de Val","","8000","https://media.api-sports.io/football/venues/6803.png"
"Madrid","Spain","Ciudad Deportiva Rayo Vallecano Campo 2","シウダード デポルティバ ラーヨ バジェカーノ カンポ 2","Calle del Rayo Vallecano de Madrid, 2","","1000","https://media.api-sports.io/football/venues/19147.png"
"San Fernando de Henares","Spain","Estadio Municipal Santiago del Pino","エスタディオ ミュニシパル サンティアゴ デル ピノ","Plaza San Fernando","","3300","https://media.api-sports.io/football/venues/6805.png"
"Torrejón de Ardoz","Spain","Estadio Las Veredillas","エスタディオ ラス ベレディリャス","Calle Turin 12","","1300","https://media.api-sports.io/football/venues/6806.png"
"Alcorcón","Spain","Estadio La Canaleja","エスタディオ ラ カナレハ","Avenida de los Castillos","","2000","https://media.api-sports.io/football/venues/6807.png"
"Madrid","Spain","Centro Deportivo Municipal Vicente del Bosque","セントロ デポルティボ市営ビセンテ デル ボスケ","Avenida de Monforte de Lemos","","2000","https://media.api-sports.io/football/venues/20197.png"
"Madrid","Spain","Estadio Boetticher","エスタディオ・ベティッヒャー","Paseo Talleres 1","","500","https://media.api-sports.io/football/venues/6809.png"
"Almazán","Spain","Estadio Municipal de la Arboleda","エスタディオ ムニシパル デ ラ アルボレダ","Paseo de la Arboleda","","2000","https://media.api-sports.io/football/venues/6810.png"
"Aranda de Duero","Spain","Estadio El Montecillo","エル モンテシージョ スタジアム","","","10000","https://media.api-sports.io/football/venues/6811.png"
"Astorga","Spain","Estadio La Eragudina","エラグディーナ スタジアム","Paseo La Eragudina","","2332","https://media.api-sports.io/football/venues/6812.png"
"Tordesillas","Spain","Estadio Las Salinas","エスタディオ ラス サリナス","Carretera Madrid - Coruña, km 182","","3500","https://media.api-sports.io/football/venues/6813.png"
"Bembibre","Spain","Estadio La Devesa","エスタディオ ラ デベサ","Paraje La Devesa","","2750","https://media.api-sports.io/football/venues/6814.png"
"Burgos","Spain","Nuevo Campo San Amaro","ヌエボ カンポ サン アマロ","C/ José Mª Villacián Rebollo","","1000","https://media.api-sports.io/football/venues/6815.png"
"Burgos","Spain","Ciudad Deportiva de Castañares","シウダード デポルティバ デ カスタニャレス","Calle Obidus, Castañares","","1000","https://media.api-sports.io/football/venues/6816.png"
"Palencia","Spain","Estadio La Nueva Balastera","エスタディオ ラ ヌエバ バラステラ","Avenida de Cataluña 12","","12500","https://media.api-sports.io/football/venues/6817.png"
"León","Spain","Área Deportiva Municipal Puente Castro","アレア デポルティーバ市営プエンテ カストロ","Autovía León-Astorga","","10000","https://media.api-sports.io/football/venues/6818.png"
"La Bañeza","Spain","Estadio La Llanera","エスタディオ ラ リャネラ","Calle La Llanera","","3000","https://media.api-sports.io/football/venues/6819.png"
"San Ildefonso","Spain","Campo de Fútbol El Hospital","カンポ・デ・フットボール・エル・ホスピタル","Ctra de Torrecaballeros","","1200","https://media.api-sports.io/football/venues/6820.png"
"La Virgen Del Camino","Spain","Campo Los Dominicos","カンポ ロス ドミニコス","","","1500","https://media.api-sports.io/football/venues/6821.png"
"Miranda de Ebro","Spain","Estadio Municipal de Ence","エンセ市営スタジアム","Diseminado Ctra. de Logroño","","500","https://media.api-sports.io/football/venues/6822.png"
"Soria","Spain","Ciudad Deportiva Francisco Rubio Garcés","シウダー・デポルティーバ フランシスコ・ルビオ・ガルセス","Calle de Burgos Km. 351","","1000","https://media.api-sports.io/football/venues/6823.png"
"Ávila","Spain","Estadio Municipal Adolfo Suárez","エスタディオ ミュニシパル アドルフォ スアレス","Carratera de Sonsoles","","5500","https://media.api-sports.io/football/venues/6824.png"
"Santa Marta de Tormes","Spain","Estadio Municipal Alfonso San Casto","エスタディオ ムニシパル アルフォンソ サン カスト","Avenida Prof. Enrique  Tierno Galván","","1500","https://media.api-sports.io/football/venues/6825.png"
"Vélez-Málaga","Spain","Estadio Vivar Téllez","エスタディオ ビバール テジェス","C. Enrique Atencia Portillo","","2100","https://media.api-sports.io/football/venues/6826.png"
"Alhaurín de la Torre","Spain","Estadio Municipal Los Manantiales","エスタディオ ムニシパル ロス マナティアレス","Avenida Los Manantiales","","3000","https://media.api-sports.io/football/venues/6827.png"
"Almería","Spain","Anexo Estadio de los Juegos del Mediterráneo","アネックス エスタディオ デ ロス フエゴス デル メディテラネオ","Calle de Belladona","","2000","https://media.api-sports.io/football/venues/19151.png"
"Antequera","Spain","Estadio El Maulí","エスタディオ エル マウリ","Calle Escultor Diego Marquez","","7000","https://media.api-sports.io/football/venues/6828.png"
"Torredonjimeno","Spain","Estadio Matías Prats","マティアス・プラッツ・スタジアム","Calle Fuente de Marmol","","4500","https://media.api-sports.io/football/venues/6829.png"
"El Ejido","Spain","Estadio Municipal Santo Domingo","エスタディオ ミュニシパル サント ドミンゴ","Calle Ángel Maeso, Santo Domingo","","7885","https://media.api-sports.io/football/venues/19240.png"
